station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.gust,solar.rad,sea.level.pressure
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:00 CDT,98302,19.07,15.93,2.475,7.565,51.03,103426.35
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:05 CDT,98302,19.02,17.38,1.74,7.565,46.05,103427.77
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:10 CDT,98294,18.98,16.57,1.92,7.565,43.1,103419.72
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:15 CDT,98294,18.95,16.77,1.92,7.565,40.08,103420.26
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:20 CDT,98295,18.92,16.84,2.045,7.565,34.23,103421.84
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:25 CDT,98297,18.85,17.48,2.27,7.565,25.86,103425.56
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:30 CDT,98296,18.79,16.84,2.125,7.565,24.7,103425.95
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:35 CDT,98296,18.73,17.11,1.85,7.565,18.15,103427.02
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:40 CDT,98305,18.64,16.84,1.815,7.565,13.13,103438.11
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:45 CDT,98308,18.58,16.84,2.29,7.565,8.63,103442.7
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:50 CDT,98305,18.53,17.04,2.605,7.565,4.63,103440.62
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 19:55 CDT,98312,18.49,16.71,2.11,7.565,2.51,103448.71
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:00 CDT,98322,18.43,16.84,1.89,7.565,0.98,103460.13
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:05 CDT,98321,18.38,17.45,1.71,7.565,0.46,103460.16
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:10 CDT,98316,18.32,16.98,2.38,7.565,0.1,103456.34
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:15 CDT,98321,18.28,17.32,2.04,7.565,0,103462.32
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:20 CDT,98321,18.24,17.35,2.145,7.565,0,103463.04
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:25 CDT,98318,18.21,17.52,2.14,7.565,0,103460.24
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:30 CDT,98328,18.18,17.65,1.94,7.565,0,103471.31
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:35 CDT,98317,18.14,17.18,2.255,7.565,0,103460.81
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:40 CDT,98310,18.11,17.18,2.135,7.565,0,103453.99
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:45 CDT,98309,18.02,17.86,1.61,7.565,0.01,103454.38
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:50 CDT,98308,17.93,17.66,1.69,7.565,0,103454.77
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 20:55 CDT,98309,17.88,17.66,1.835,7.565,0,103457.27
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:00 CDT,98312,17.84,17.99,1.69,7.565,0,103461.33
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:05 CDT,98321,17.8,18.8,1.965,7.565,0,103471.7
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:10 CDT,98323,17.78,18.4,2.055,7.565,0,103474.35
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:15 CDT,98327,17.76,18.77,1.77,7.565,0,103478.74
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:20 CDT,98335,17.68,18.77,1.875,7.565,0,103487.88
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:25 CDT,98332,17.64,19.41,1.925,7.565,0,103485.99
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:30 CDT,98338,17.57,19.82,2.07,7.565,0,103493.57
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:35 CDT,98338,17.55,19.41,2.275,7.565,0,103494.11
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:40 CDT,98340,17.52,19.55,2.045,7.565,0,103496.76
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:45 CDT,98342,17.49,19.41,2.05,7.565,0,103499.59
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:50 CDT,98349,17.46,19.48,1.94,7.565,0,103506.96
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 21:55 CDT,98362,17.46,19.48,2.53,7.565,0,103520.82
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:00 CDT,98357,17.43,19.65,1.955,7.565,0,103515.92
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:05 CDT,98355,17.37,19.62,2.405,7.565,0,103515.08
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:10 CDT,98348,17.38,19.68,2.45,7.565,0,103507.72
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:15 CDT,98350,17.35,19.45,2.29,7.565,0,103510.19
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:20 CDT,98354,17.31,19.75,2.05,7.565,0,103514.94
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:25 CDT,98346,17.27,19.95,2.115,7.565,0,103507.43
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:30 CDT,98342,17.19,20.32,1.865,7.565,0,103504.48
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:35 CDT,98341,17.15,19.92,2.475,7.565,0,103504.52
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:40 CDT,98333,17.14,19.95,2.67,7.565,0,103496.29
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:45 CDT,98329,17.07,19.89,2.44,7.565,0,103493.35
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:50 CDT,98329,16.99,20.29,2.355,7.565,0,103494.98
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 22:55 CDT,98335,16.9,20.22,1.875,7.565,0,103502.75
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:00 CDT,98342,16.89,20.56,1.945,7.565,0,103510.67
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:05 CDT,98345,16.81,20.83,1.73,7.565,0,103515.46
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:10 CDT,98360,16.78,20.39,2.105,7.565,0,103532.16
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:15 CDT,98368,16.77,20.36,1.73,7.565,0,103540.95
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:20 CDT,98368,16.77,21.34,1.88,7.565,0,103540.4
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:25 CDT,98370,16.78,20.43,2.225,7.565,0,103542.51
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:30 CDT,98370,16.81,20.56,1.83,7.565,0,103541.6
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:35 CDT,98362,16.78,20.36,2.36,7.565,0,103533.72
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:40 CDT,98352,16.73,20.6,2.37,7.565,0,103524.11
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:45 CDT,98349,16.64,20.56,2.125,7.565,0,103522.04
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:50 CDT,98352,16.63,20.7,2.57,7.565,0,103525.75
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/01/2021 23:55 CDT,98353,16.6,20.9,2.57,7.565,0,103527.53
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:00 CDT,98351,16.56,20.66,2.455,7.565,0,103525.97
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:05 CDT,98349,16.55,20.9,2.15,7.565,0,103524.05
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:10 CDT,98343,16.52,20.9,2.285,7.565,0,103518.1
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:15 CDT,98333,16.49,21.2,2.14,7.565,0,103508.3
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:20 CDT,98331,16.44,21.24,2.415,7.565,0,103507.29
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:25 CDT,98335,16.4,21.54,2.17,7.565,0,103512.05
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:30 CDT,98333,16.31,21.85,2.08,7.565,0,103511.77
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:35 CDT,98330,16.21,21.91,2.33,7.565,0,103511.17
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:40 CDT,98331,16.11,22.49,1.815,7.565,0.07,103513.69
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:45 CDT,98327,15.96,22.72,2.22,7.565,0.03,103512.59
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:50 CDT,98325,15.88,22.96,2.11,7.565,0,103511.95
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 00:55 CDT,98325,15.72,23.06,2.035,7.565,0,103514.88
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:00 CDT,98321,15.74,23.06,2.685,7.565,0,103511.77
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:05 CDT,98327,15.72,22.93,2.835,7.565,0,103517.91
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:10 CDT,98328,15.74,23.33,2.43,7.565,0,103518.41
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:15 CDT,98328,15.61,23.54,2.155,7.565,0,103520.06
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:20 CDT,98327,15.52,23.74,2.59,7.565,0,103521.21
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:25 CDT,98327,15.46,24.35,2.4,7.565,0,103522.31
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:30 CDT,98327,15.46,24.31,3.055,7.565,0,103522.31
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:35 CDT,98328,15.45,24.35,2.935,7.565,0,103523
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:40 CDT,98328,15.49,24.62,2.85,7.565,0,103521.89
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:45 CDT,98329,15.49,24.82,2.985,7.565,0,103522.39
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:50 CDT,98324,15.46,25.33,2.64,7.565,0,103517.13
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 01:55 CDT,98318,15.41,25.7,2.535,7.565,0,103511.91
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:00 CDT,98314,15.36,25.7,2.985,7.565,0,103508.62
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:05 CDT,98312,15.33,25.73,2.48,7.565,0,103507.07
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:10 CDT,98304,15.28,25.9,2.62,7.565,0,103499.01
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:15 CDT,98303,15.24,25.9,2.345,7.565,0,103498.69
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:20 CDT,98294,15.15,25.9,1.965,7.565,0.34,103490.88
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:25 CDT,98287,15.01,26.3,2.215,7.565,0.81,103486.27
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:30 CDT,98281,14.79,26.98,1.66,7.565,0.9,103484.01
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:35 CDT,98274,14.57,27.42,1.81,7.565,0.14,103481.25
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:40 CDT,98274,14.38,27.79,1.59,7.565,0.02,103484.95
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:45 CDT,98273,14.32,27.65,1.785,7.565,0,103485.75
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:50 CDT,98275,14.43,26.98,2.23,7.565,0,103486.2
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 02:55 CDT,98275,14.59,26.64,2.525,7.565,0,103483.23
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:00 CDT,98270,14.64,27.52,2.49,7.565,0,103475.93
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:05 CDT,98266,14.63,28.4,2.085,7.565,0,103471.35
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:10 CDT,98258,14.63,28.77,2.155,7.565,0,103462.74
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:15 CDT,98254,14.6,29.48,2.15,7.565,0,103458.89
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:20 CDT,98253,14.55,30.39,1.925,7.565,0,103458.76
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:25 CDT,98246,14.51,30.73,2.025,7.565,0,103452.31
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:30 CDT,98232,14.49,31.44,2.31,7.565,0,103437.93
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:35 CDT,98224,14.45,32.11,1.835,7.565,0.01,103430.06
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:40 CDT,98222,14.35,32.85,1.98,7.565,0.11,103429.62
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:45 CDT,98217,14.26,33.39,2.26,7.565,0.01,103426.57
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:50 CDT,98213,14.14,34,1.805,7.565,0.41,103424.21
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 03:55 CDT,98215,13.97,34.81,1.885,7.565,0.28,103429.84
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:00 CDT,98225,13.78,35.25,1.265,7.565,0.61,103443.71
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:05 CDT,98228,13.57,35.73,1.29,7.565,0.49,103451.52
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:10 CDT,98229,13.33,36.37,1.295,7.565,0.28,103457.42
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:15 CDT,98229,13.09,36.98,1.185,7.565,0.18,103462.27
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:20 CDT,98230,12.85,37.62,1.03,7.565,0.09,103468.18
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:25 CDT,98219,12.64,37.99,1.18,7.565,0,103461.47
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:30 CDT,98218,12.45,39.14,0.835,7.565,0.85,103464.73
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:35 CDT,98222,12.24,39.81,0.735,7.565,0.64,103473.83
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:40 CDT,98213,12.01,41.5,0.575,7.565,1.19,103469.62
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:45 CDT,98211,11.69,41.74,0.465,7.565,1.37,103474.5
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:50 CDT,98207,11.47,42.18,0.52,7.565,1.6,103475.77
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 04:55 CDT,98209,11.21,43.19,0.445,7.565,1.55,103483
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:00 CDT,98218,11.01,43.13,0.405,7.565,0.58,103496.85
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:05 CDT,98224,10.95,43.4,0.285,7.565,0.64,103504.88
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:10 CDT,98219,10.83,44.62,0.38,7.565,0.52,103503.04
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:15 CDT,98225,10.76,45.63,0.595,7.565,0.29,103511.65
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:20 CDT,98235,10.75,44.89,0.45,7.565,0,103522.57
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:25 CDT,98242,10.84,45.5,0.3,7.565,0,103529.18
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:30 CDT,98244,10.85,45.26,0.18,7.565,0,103529.57
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:35 CDT,98245,11.07,44.99,0.315,7.565,0,103525.68
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:40 CDT,98245,11.28,43.65,0.42,7.565,0,103521.12
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:45 CDT,98246,11.46,43.21,0.535,7.565,0,103518
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:50 CDT,98246,11.65,43.61,0.67,7.565,0,103514.58
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 05:55 CDT,98245,11.79,40.64,0.7,7.565,0,103508.81
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:00 CDT,98247,12.09,40.91,0.97,7.565,0,103505.25
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:05 CDT,98252,12.18,40.3,0.69,7.565,0,103506.56
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:10 CDT,98251,12.28,40.64,0.715,7.565,0,103502.87
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:15 CDT,98255,12.44,39.32,0.72,7.565,0,103504.27
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:20 CDT,98257,12.61,37.94,1.07,7.565,0,103503
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:25 CDT,98260,12.76,38.51,0.945,7.565,0,103502.59
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:30 CDT,98265,12.87,38.07,1.25,7.565,0,103504.86
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:35 CDT,98271,12.97,37.53,1.735,7.565,0,103508.94
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:40 CDT,98271,13.03,37.94,1.54,7.565,0,103507.25
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:45 CDT,98269,13.06,38.41,1.475,7.565,0,103504.39
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:50 CDT,98263,13.09,38.37,1.78,7.565,0,103497.14
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 06:55 CDT,98263,13.1,39.21,1.73,7.565,0,103496.39
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:00 CDT,98266,13.11,40.56,1.63,7.565,0,103499.35
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:05 CDT,98267,13.11,41.27,1.585,7.565,0,103500.41
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:10 CDT,98274,13.11,41.98,1.45,7.565,0,103507.77
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:15 CDT,98288,13.12,43.13,1.615,7.565,0,103522.52
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:20 CDT,98290,13.18,43.39,1.61,7.565,0.02,103523.69
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:25 CDT,98288,13.2,44.14,1.505,7.565,0.43,103521.2
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:30 CDT,98288,13.27,43.87,1.97,7.565,0.78,103519.9
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:35 CDT,98290,13.3,44.14,1.65,7.565,2.37,103521.07
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:40 CDT,98293,13.31,44.2,1.825,7.565,4.84,103524.04
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:45 CDT,98302,13.33,44.27,1.83,7.565,7.66,103532.96
TWB14,Uvalde_2020_02,29.60214,-99.73007,436.7784,6/28/21,p,2021,04/02/2021 07:50 CDT,98312,13.36,44.24,2.165,7.565,10.2,103542.93
